clip_path,label
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c05_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c05_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c05_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c05_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c05_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c06_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c06_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c06_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c06_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c06_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c07_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c07_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c07_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c07_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g01_c07_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c03_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c03_clip5.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c04_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c04_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g02_c04_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c02_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c02_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c03_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c04_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c04_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g03_c04_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c02_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c03_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c04_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c04_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g04_c04_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c01_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c01_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c02_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c02_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c03_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c03_clip5.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c04_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c04_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c04_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c05_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c05_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c05_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c05_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c06_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c06_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c06_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c06_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g05_c06_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c01_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c02_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c04_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c04_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c05_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c05_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c05_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c05_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c06_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c06_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c06_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c06_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c07_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c07_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c07_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g06_c07_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c01_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c01_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c02_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c02_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c03_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c04_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c04_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c04_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c05_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c05_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c05_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c05_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g07_c05_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c01_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c01_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c02_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c02_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c03_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c04_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c04_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g08_c04_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c01_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c01_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c01_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c01_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c01_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c02_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c02_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c02_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c02_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c02_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c03_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c03_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c03_clip2.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c03_clip3.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c03_clip4.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c04_clip0.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c04_clip1.npy,JumpingJack
C:\Users\dmk it win\Downloads\activity_recognition\dataset_clips\JumpingJack\v_JumpingJack_g09_c04_clip2.npy,JumpingJack
